Id,Nombre,Name
1108,"Cerveza, oscura, 8°- 9°","Beer, stout, 8°- 9°"
2384,Champiñon,Mushroom (champignon)
2385,Champiñones en conserva,"Mushrooms, canned"
2221,"Chayote, crudo","Chayote, raw"
2649,"Chicle, sin azúcar",Chewing gum
793,"Chile, rojo","Chili pepper, red"
794,"Chile, verde","Chili pepper, green"
2329,Chipiron,Baby squid
2222,Chirimoya,Custard apple
2330,Chirla,Baby clam
2262,Chistorra,Chistorra sausage
2650,Chocolate blanco,White chocolate
2651,Chocolate con leche,Milk chocolate
776,Chocolate con leche y almendras,Chocolate with milk and almonds
777,Chocolate con leche y arroz,Chocolate with milk and rice
778,Chocolate con nueces de macadamia,Chocolate with macadamian nuts
781,"Chocolate negro, con almendras","Chocolate, bitter, with almonds"
782,"Chocolate negro, con azúcar","Chocolate bitter, with sugar"
788,"Chocolate, negro","Chocolate, bitter"
2263,Choped pork,Pork luncheon meat
2264,Chorizo,Chorizo
971,"Chufa, cruda","Tigger nut, raw"
2668,Churro,Cruller
962,"Ciervo, parte s/e, crudo, con grasa separable","Deer, piece n/e, raw, with separable fat"
2331,Cigala,Scampi
1172,"Ciruela, con piel, cruda","Yellow plum, with skin, raw"
2223,"Ciruela, sin piel",Skinned plum
908,"Coco, desecado","Coconut, dried"
909,"Coco, fresco","Coconut, raw"
2386,"Col blanca, cruda","Cabbage, white, raw"
1180,"Col de bruselas, cruda","Brussels sprout, frozen"
1178,"Col lombarda, hervida","Red cabbage, boiled"
852,"Col rizada, cruda","Savoy cabbage, raw"
859,"Coliflor, congelada, cruda","Cauliflower, frozen, raw"
2387,"Coliflor, hervida","Cauliflower, boiled"
2571,Comino,Cumin
2572,Complejo vitaminico,Vitamin complex
1107,Coñac,Cognac
1162,"Conejo de granja, carne, cruda","Farm rabbit, meat, raw"
964,"Conejo, entero, estofado","Rabbit, whole, stewed"
1165,"Confitura, frutas s/e, baja en calorías","Preserve fruit, fruit n/e, light"
2332,Congrio,Conger
966,"Corazón de cordero, crudo","Heart, lamb, raw"
970,"Corazón de pollo, crudo","Heart, chicken, raw"
2265,"Corazon de vaca, crudo","Beef (cow), heart, raw"
972,"Corazón, de cerdo, crudo","Pork, heart, raw"
973,"Corazón, de vaca/buey, cocido","Beef (cow/ox), heart, boiled"
1024,"Corazón, de vaca/buey, crudo","Beef (cow/ox), heart, raw"
2712,"Cordero lechal, costillar, asado","Suckling lamb, ribs, roasted"
2688,"Cordero lechal, costillar, crudo","Suckling lamb, ribs, raw"
2689,"Cordero lechal, espalda, cruda","Suckling lamb, back, raw"
2690,"Cordero lechal, pierna, cruda","Suckling lamb, leg, raw"
2713,"Cordero ligero, costillar, asado","Light lamb, ribs, roasted"
2691,"Cordero ligero, costillar, crudo","Light lamb, ribs, raw"
2692,"Cordero ligero, espalda, cruda","Light lamb, back, raw"
2693,"Cordero ligero, pierna, cruda","Light lamb, leg, raw"
2266,"Cordero, costilla, crudo","Lamb, rib, raw"
2267,"Cordero, parte sin especificar","Lamb, not specified part"
974,"Cordero, pierna, con grasa, asada","Lamb, leg, with separable fat, baked"
2574,Corteza de trigo,Wheat crusts
2483,Crema catalana,Catalan creme
2188,Crema de almendras,"Almond, cream"
979,Crema de cacahuete,Peanut butter
783,Crema de chocolate con avellanas,Chocolate paste with hazelnuts
903,Crema de chocolate y nata,Chocolate and cream pudding
902,"Crema de chocolate, baja en calorías","Chocolate cream, low calorie"
901,Crema de coco,Coconut cream
877,Crema de vainilla y mousse de chocolate,Vanilla cream and chocolate mousse
784,Crema inglesa,English custard
787,Crema pastelera,Custard
2484,Cremoso san millan,"""san millan"" creamy cheese"
2669,Croissant,Croissant
1043,Croissant de chocolate,Croissant with chocolate
2268,Croquetas de pollo,Chicken croquettes
2485,Cuajada,Curdled milk
2440,Cubata,Ron with soft drink
2622,Cubito de caldo,Stock powder
2621,Curry,Curry
